tradition,year,title,file,fk_grade,flesch_ease,word_count,type_token_ratio,avg_word_length,avg_sentence_length,hedge_rate,fp_plural_rate,fp_singular_rate,theol_juridical_rate,theol_pastoral_rate,theol_ecumenical_rate,theol_modern_world_rate,theol_scripture_rate,theol_tradition_rate,paraphrased,conservative_resurgence,document_type,pope,pre_vii,council_period,cosine_sim_to_prev
sbc,1932,"May 1, 1932",1932_may_1_1932.txt,36.42,-16.4,84,0.5833,4.881,84.0,0.0,0.04762,0.0,0.0119,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1932,"May 1, 1932",1932_may_1_1932.txt,36.42,-16.4,84,0.5833,4.881,84.0,0.0,0.04762,0.0,0.0119,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1932,"May 1, 1932",1932_may_1_1932.txt,36.42,-16.4,84,0.5833,4.881,84.0,0.0,0.04762,0.0,0.0119,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1933,"June 1, 1933",1933_june_1_1933.txt,21.56,22.19,367,0.4632,4.842,45.88,0.00272,0.04632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,0.0346
sbc,1933,"May 1, 1933",1933_may_1_1933.txt,20.76,22.85,129,0.6512,5.008,43.0,0.0,0.0155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,0.0261
sbc,1933,"May 1, 1933",1933_may_1_1933.txt,20.76,22.85,129,0.6512,5.008,43.0,0.0,0.0155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1933,"May 1, 1933",1933_may_1_1933.txt,20.76,22.85,129,0.6512,5.008,43.0,0.0,0.0155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1933,"May 1, 1933",1933_may_1_1933.txt,20.76,22.85,129,0.6512,5.008,43.0,0.0,0.0155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1933,"May 1, 1933",1933_may_1_1933.txt,20.76,22.85,129,0.6512,5.008,43.0,0.0,0.0155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1933,"May 1, 1933",1933_may_1_1933.txt,20.76,22.85,129,0.6512,5.008,43.0,0.0,0.0155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1933,"May 1, 1933",1933_may_1_1933.txt,20.76,22.85,129,0.6512,5.008,43.0,0.0,0.0155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1933,"May 1, 1933",1933_may_1_1933.txt,20.76,22.85,129,0.6512,5.008,43.0,0.0,0.0155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1933,"May 1, 1933",1933_may_1_1933.txt,20.76,22.85,129,0.6512,5.008,43.0,0.0,0.0155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1933,"May 1, 1933",1933_may_1_1933.txt,20.76,22.85,129,0.6512,5.008,43.0,0.0,0.0155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1933,"May 1, 1933",1933_may_1_1933.txt,20.76,22.85,129,0.6512,5.008,43.0,0.0,0.0155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1934,"May 1, 1934",1934_may_1_1934.txt,33.3,-15.47,72,0.7361,5.347,72.0,0.0,0.02778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,0.0093
sbc,1934,"May 1, 1934",1934_may_1_1934.txt,33.3,-15.47,72,0.7361,5.347,72.0,0.0,0.02778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1934,"May 1, 1934",1934_may_1_1934.txt,33.3,-15.47,72,0.7361,5.347,72.0,0.0,0.02778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1934,"May 1, 1934",1934_may_1_1934.txt,33.3,-15.47,72,0.7361,5.347,72.0,0.0,0.02778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1934,"May 1, 1934",1934_may_1_1934.txt,33.3,-15.47,72,0.7361,5.347,72.0,0.0,0.02778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1934,"May 1, 1934",1934_may_1_1934.txt,33.3,-15.47,72,0.7361,5.347,72.0,0.0,0.02778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1934,"May 1, 1934",1934_may_1_1934.txt,33.3,-15.47,72,0.7361,5.347,72.0,0.0,0.02778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1935,"June 1, 1935",1935_june_1_1935.txt,24.21,7.32,241,0.5975,5.282,48.2,0.00415,0.05809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,0.0254
sbc,1935,"June 1, 1935",1935_june_1_1935.txt,24.21,7.32,241,0.5975,5.282,48.2,0.00415,0.05809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1935,"May 1, 1935",1935_may_1_1935.txt,18.49,23.03,68,0.6029,5.147,34.0,0.0,0.04412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,0.0136
sbc,1935,"May 1, 1935",1935_may_1_1935.txt,18.49,23.03,68,0.6029,5.147,34.0,0.0,0.04412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1935,"May 1, 1935",1935_may_1_1935.txt,18.49,23.03,68,0.6029,5.147,34.0,0.0,0.04412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1935,"May 1, 1935",1935_may_1_1935.txt,18.49,23.03,68,0.6029,5.147,34.0,0.0,0.04412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1935,"May 1, 1935",1935_may_1_1935.txt,18.49,23.03,68,0.6029,5.147,34.0,0.0,0.04412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1935,"May 1, 1935",1935_may_1_1935.txt,18.49,23.03,68,0.6029,5.147,34.0,0.0,0.04412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1935,"May 1, 1935",1935_may_1_1935.txt,18.49,23.03,68,0.6029,5.147,34.0,0.0,0.04412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1936,"June 1, 1936",1936_june_1_1936.txt,21.29,19.57,780,0.4282,5.027,43.33,0.00385,0.02564,0.0,0.00128,0.0,0.0,0.00385,0.0,0.0,False,False,,,,,0.0161
sbc,1936,"May 1, 1936",1936_may_1_1936.txt,11.92,48.18,65,0.7231,5.2,21.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,0.0443
sbc,1936,"May 1, 1936",1936_may_1_1936.txt,11.92,48.18,65,0.7231,5.2,21.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1936,"May 1, 1936",1936_may_1_1936.txt,11.92,48.18,65,0.7231,5.2,21.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1936,"May 1, 1936",1936_may_1_1936.txt,11.92,48.18,65,0.7231,5.2,21.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1936,"May 1, 1936",1936_may_1_1936.txt,11.92,48.18,65,0.7231,5.2,21.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1936,"May 1, 1936",1936_may_1_1936.txt,11.92,48.18,65,0.7231,5.2,21.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1936,"May 1, 1936",1936_may_1_1936.txt,11.92,48.18,65,0.7231,5.2,21.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1936,"May 1, 1936",1936_may_1_1936.txt,11.92,48.18,65,0.7231,5.2,21.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1936,"May 1, 1936",1936_may_1_1936.txt,11.92,48.18,65,0.7231,5.2,21.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1936,"May 1, 1936",1936_may_1_1936.txt,11.92,48.18,65,0.7231,5.2,21.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1936,"May 1, 1936",1936_may_1_1936.txt,11.92,48.18,65,0.7231,5.2,21.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1936,"May 1, 1936",1936_may_1_1936.txt,11.92,48.18,65,0.7231,5.2,21.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1937,"June 1, 1937",1937_june_1_1937.txt,17.14,29.07,479,0.4676,4.99,31.93,0.0,0.02923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,0.0457
sbc,1937,"May 1, 1937",1937_may_1_1937.txt,19.8,19.88,75,0.7467,5.307,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,0.0446
sbc,1937,"May 1, 1937",1937_may_1_1937.txt,19.8,19.88,75,0.7467,5.307,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1937,"May 1, 1937",1937_may_1_1937.txt,19.8,19.88,75,0.7467,5.307,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1937,"May 1, 1937",1937_may_1_1937.txt,19.8,19.88,75,0.7467,5.307,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1937,"May 1, 1937",1937_may_1_1937.txt,19.8,19.88,75,0.7467,5.307,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1937,"May 1, 1937",1937_may_1_1937.txt,19.8,19.88,75,0.7467,5.307,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1937,"May 1, 1937",1937_may_1_1937.txt,19.8,19.88,75,0.7467,5.307,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1937,"May 1, 1937",1937_may_1_1937.txt,19.8,19.88,75,0.7467,5.307,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1937,"May 1, 1937",1937_may_1_1937.txt,19.8,19.88,75,0.7467,5.307,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1937,"May 1, 1937",1937_may_1_1937.txt,19.8,19.88,75,0.7467,5.307,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1937,"May 1, 1937",1937_may_1_1937.txt,19.8,19.88,75,0.7467,5.307,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1937,"May 1, 1937",1937_may_1_1937.txt,19.8,19.88,75,0.7467,5.307,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1938,"June 1, 1938",1938_june_1_1938.txt,24.82,13.68,542,0.4114,4.777,54.2,0.00185,0.02952,0.0,0.00554,0.0,0.0,0.00185,0.0,0.0,False,False,,,,,0.0343
sbc,1938,"May 1, 1938",1938_may_1_1938.txt,49.06,-51.87,230,0.6087,5.165,115.0,0.0087,0.01304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,0.065
sbc,1938,"May 1, 1938",1938_may_1_1938.txt,49.06,-51.87,230,0.6087,5.165,115.0,0.0087,0.01304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1938,"May 1, 1938",1938_may_1_1938.txt,49.06,-51.87,230,0.6087,5.165,115.0,0.0087,0.01304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1938,"May 1, 1938",1938_may_1_1938.txt,49.06,-51.87,230,0.6087,5.165,115.0,0.0087,0.01304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1938,"May 1, 1938",1938_may_1_1938.txt,49.06,-51.87,230,0.6087,5.165,115.0,0.0087,0.01304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1938,"May 1, 1938",1938_may_1_1938.txt,49.06,-51.87,230,0.6087,5.165,115.0,0.0087,0.01304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1938,"May 1, 1938",1938_may_1_1938.txt,49.06,-51.87,230,0.6087,5.165,115.0,0.0087,0.01304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1938,"May 1, 1938",1938_may_1_1938.txt,49.06,-51.87,230,0.6087,5.165,115.0,0.0087,0.01304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1939,"June 1, 1939",1939_june_1_1939.txt,20.74,27.08,408,0.4436,4.735,45.33,0.00245,0.02696,0.0,0.01225,0.0,0.0,0.00245,0.0,0.0,False,False,,,,,0.065
sbc,1939,"June 1, 1939",1939_june_1_1939.txt,20.74,27.08,408,0.4436,4.735,45.33,0.00245,0.02696,0.0,0.01225,0.0,0.0,0.00245,0.0,0.0,False,False,,,,,1.0
sbc,1939,"May 1, 1939",1939_may_1_1939.txt,16.51,36.87,169,0.6095,4.68,33.8,0.0,0.0355,0.00592,0.0,0.0,0.0,0.00592,0.0,0.0,False,False,,,,,0.029
sbc,1939,"May 1, 1939",1939_may_1_1939.txt,16.51,36.87,169,0.6095,4.68,33.8,0.0,0.0355,0.00592,0.0,0.0,0.0,0.00592,0.0,0.0,False,False,,,,,1.0
sbc,1939,"May 1, 1939",1939_may_1_1939.txt,16.51,36.87,169,0.6095,4.68,33.8,0.0,0.0355,0.00592,0.0,0.0,0.0,0.00592,0.0,0.0,False,False,,,,,1.0
sbc,1939,"May 1, 1939",1939_may_1_1939.txt,16.51,36.87,169,0.6095,4.68,33.8,0.0,0.0355,0.00592,0.0,0.0,0.0,0.00592,0.0,0.0,False,False,,,,,1.0
sbc,1939,"May 1, 1939",1939_may_1_1939.txt,16.51,36.87,169,0.6095,4.68,33.8,0.0,0.0355,0.00592,0.0,0.0,0.0,0.00592,0.0,0.0,False,False,,,,,1.0
sbc,1939,"May 1, 1939",1939_may_1_1939.txt,16.51,36.87,169,0.6095,4.68,33.8,0.0,0.0355,0.00592,0.0,0.0,0.0,0.00592,0.0,0.0,False,False,,,,,1.0
sbc,1939,"May 1, 1939",1939_may_1_1939.txt,16.51,36.87,169,0.6095,4.68,33.8,0.0,0.0355,0.00592,0.0,0.0,0.0,0.00592,0.0,0.0,False,False,,,,,1.0
sbc,1939,"May 1, 1939",1939_may_1_1939.txt,16.51,36.87,169,0.6095,4.68,33.8,0.0,0.0355,0.00592,0.0,0.0,0.0,0.00592,0.0,0.0,False,False,,,,,1.0
sbc,1939,"May 1, 1939",1939_may_1_1939.txt,16.51,36.87,169,0.6095,4.68,33.8,0.0,0.0355,0.00592,0.0,0.0,0.0,0.00592,0.0,0.0,False,False,,,,,1.0
sbc,1939,"May 1, 1939",1939_may_1_1939.txt,16.51,36.87,169,0.6095,4.68,33.8,0.0,0.0355,0.00592,0.0,0.0,0.0,0.00592,0.0,0.0,False,False,,,,,1.0
sbc,1939,"May 1, 1939",1939_may_1_1939.txt,16.51,36.87,169,0.6095,4.68,33.8,0.0,0.0355,0.00592,0.0,0.0,0.0,0.00592,0.0,0.0,False,False,,,,,1.0
sbc,1939,"May 1, 1939",1939_may_1_1939.txt,16.51,36.87,169,0.6095,4.68,33.8,0.0,0.0355,0.00592,0.0,0.0,0.0,0.00592,0.0,0.0,False,False,,,,,1.0
sbc,1939,"May 1, 1939",1939_may_1_1939.txt,16.51,36.87,169,0.6095,4.68,33.8,0.0,0.0355,0.00592,0.0,0.0,0.0,0.00592,0.0,0.0,False,False,,,,,1.0
sbc,1940,"June 1, 1940",1940_june_1_1940.txt,16.18,33.78,461,0.4946,4.961,30.73,0.00434,0.03905,0.0,0.00217,0.0,0.0,0.0,0.0,0.0,False,False,,,,,0.03
sbc,1940,"June 1, 1940",1940_june_1_1940.txt,16.18,33.78,461,0.4946,4.961,30.73,0.00434,0.03905,0.0,0.00217,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1940,"June 1, 1940",1940_june_1_1940.txt,16.18,33.78,461,0.4946,4.961,30.73,0.00434,0.03905,0.0,0.00217,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1940,"June 1, 1940",1940_june_1_1940.txt,16.18,33.78,461,0.4946,4.961,30.73,0.00434,0.03905,0.0,0.00217,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1940,"June 1, 1940",1940_june_1_1940.txt,16.18,33.78,461,0.4946,4.961,30.73,0.00434,0.03905,0.0,0.00217,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1940,"May 1, 1940",1940_may_1_1940.txt,18.42,36.62,124,0.5484,4.645,41.33,0.0,0.05645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,0.0456
sbc,1940,"May 1, 1940",1940_may_1_1940.txt,18.42,36.62,124,0.5484,4.645,41.33,0.0,0.05645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1940,"May 1, 1940",1940_may_1_1940.txt,18.42,36.62,124,0.5484,4.645,41.33,0.0,0.05645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1940,"May 1, 1940",1940_may_1_1940.txt,18.42,36.62,124,0.5484,4.645,41.33,0.0,0.05645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1940,"May 1, 1940",1940_may_1_1940.txt,18.42,36.62,124,0.5484,4.645,41.33,0.0,0.05645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1940,"May 1, 1940",1940_may_1_1940.txt,18.42,36.62,124,0.5484,4.645,41.33,0.0,0.05645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1940,"May 1, 1940",1940_may_1_1940.txt,18.42,36.62,124,0.5484,4.645,41.33,0.0,0.05645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1941,"June 1, 1941",1941_june_1_1941.txt,31.93,-2.03,148,0.5405,4.757,74.0,0.0,0.0473,0.0,0.0,0.0,0.0,0.03378,0.04054,0.0,False,False,,,,,0.0136
sbc,1941,"May 1, 1941",1941_may_1_1941.txt,16.23,35.17,444,0.4279,4.802,31.71,0.00225,0.04955,0.0,0.0045,0.0,0.0,0.00225,0.0,0.0,False,False,,,,,0.0123
sbc,1941,"May 1, 1941",1941_may_1_1941.txt,16.23,35.17,444,0.4279,4.802,31.71,0.00225,0.04955,0.0,0.0045,0.0,0.0,0.00225,0.0,0.0,False,False,,,,,1.0
sbc,1941,"May 1, 1941",1941_may_1_1941.txt,16.23,35.17,444,0.4279,4.802,31.71,0.00225,0.04955,0.0,0.0045,0.0,0.0,0.00225,0.0,0.0,False,False,,,,,1.0
sbc,1941,"May 1, 1941",1941_may_1_1941.txt,16.23,35.17,444,0.4279,4.802,31.71,0.00225,0.04955,0.0,0.0045,0.0,0.0,0.00225,0.0,0.0,False,False,,,,,1.0
sbc,1941,"May 1, 1941",1941_may_1_1941.txt,16.23,35.17,444,0.4279,4.802,31.71,0.00225,0.04955,0.0,0.0045,0.0,0.0,0.00225,0.0,0.0,False,False,,,,,1.0
sbc,1941,"May 1, 1941",1941_may_1_1941.txt,16.23,35.17,444,0.4279,4.802,31.71,0.00225,0.04955,0.0,0.0045,0.0,0.0,0.00225,0.0,0.0,False,False,,,,,1.0
sbc,1941,"May 1, 1941",1941_may_1_1941.txt,16.23,35.17,444,0.4279,4.802,31.71,0.00225,0.04955,0.0,0.0045,0.0,0.0,0.00225,0.0,0.0,False,False,,,,,1.0
sbc,1941,"May 1, 1941",1941_may_1_1941.txt,16.23,35.17,444,0.4279,4.802,31.71,0.00225,0.04955,0.0,0.0045,0.0,0.0,0.00225,0.0,0.0,False,False,,,,,1.0
sbc,1942,"June 1, 1942",1942_june_1_1942.txt,92.84,-159.11,231,0.4978,4.71,231.0,0.00433,0.04329,0.0,0.0,0.0,0.0,0.0303,0.04329,0.0,False,False,,,,,0.0215
sbc,1942,"May 1, 1942",1942_may_1_1942.txt,12.03,47.99,264,0.553,4.951,22.0,0.00379,0.05303,0.0,0.0,0.0,0.00379,0.0,0.0,0.0,False,False,,,,,0.0225
sbc,1942,"May 1, 1942",1942_may_1_1942.txt,12.03,47.99,264,0.553,4.951,22.0,0.00379,0.05303,0.0,0.0,0.0,0.00379,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1942,"May 1, 1942",1942_may_1_1942.txt,12.03,47.99,264,0.553,4.951,22.0,0.00379,0.05303,0.0,0.0,0.0,0.00379,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1942,"May 1, 1942",1942_may_1_1942.txt,12.03,47.99,264,0.553,4.951,22.0,0.00379,0.05303,0.0,0.0,0.0,0.00379,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1942,"May 1, 1942",1942_may_1_1942.txt,12.03,47.99,264,0.553,4.951,22.0,0.00379,0.05303,0.0,0.0,0.0,0.00379,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1943,"May 1, 1943",1943_may_1_1943.txt,40.02,-30.54,634,0.2886,5.137,90.57,0.01262,0.01735,0.0,0.0,0.0,0.0,0.00315,0.0,0.0,False,False,,,,,0.0213
sbc,1944,"June 1, 1944",1944_june_1_1944.txt,75.86,-126.45,181,0.5691,5.359,181.0,0.0,0.03867,0.0,0.0,0.0,0.0,0.03867,0.05525,0.0,False,False,,,,,0.0831
sbc,1944,"May 1, 1944",1944_may_1_1944.txt,29.54,-3.18,255,0.502,5.122,63.75,0.0,0.03922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,0.0158
sbc,1944,"May 1, 1944",1944_may_1_1944.txt,29.54,-3.18,255,0.502,5.122,63.75,0.0,0.03922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1944,"May 1, 1944",1944_may_1_1944.txt,29.54,-3.18,255,0.502,5.122,63.75,0.0,0.03922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1944,"May 1, 1944",1944_may_1_1944.txt,29.54,-3.18,255,0.502,5.122,63.75,0.0,0.03922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1944,"May 1, 1944",1944_may_1_1944.txt,29.54,-3.18,255,0.502,5.122,63.75,0.0,0.03922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1944,"May 1, 1944",1944_may_1_1944.txt,29.54,-3.18,255,0.502,5.122,63.75,0.0,0.03922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1944,"May 1, 1944",1944_may_1_1944.txt,29.54,-3.18,255,0.502,5.122,63.75,0.0,0.03922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1944,"May 1, 1944",1944_may_1_1944.txt,29.54,-3.18,255,0.502,5.122,63.75,0.0,0.03922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1944,"May 1, 1944",1944_may_1_1944.txt,29.54,-3.18,255,0.502,5.122,63.75,0.0,0.03922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1945,"June 1, 1945",1945_june_1_1945.txt,28.5,1.63,498,0.4558,5.032,62.25,0.0,0.03213,0.0,0.0,0.0,0.0,0.02008,0.02811,0.0,False,False,,,,,0.0296
sbc,1945,"May 1, 1945",1945_may_1_1945.txt,16.66,29.04,120,0.6167,5.483,30.0,0.0,0.00833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,0.0833
sbc,1945,"May 1, 1945",1945_may_1_1945.txt,16.66,29.04,120,0.6167,5.483,30.0,0.0,0.00833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1946,"June 1, 1946",1946_june_1_1946.txt,27.69,-1.91,171,0.5906,5.298,57.0,0.0,0.04678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,0.0123
sbc,1946,"June 1, 1946",1946_june_1_1946.txt,27.69,-1.91,171,0.5906,5.298,57.0,0.0,0.04678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1946,"June 1, 1946",1946_june_1_1946.txt,27.69,-1.91,171,0.5906,5.298,57.0,0.0,0.04678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1946,"May 1, 1946",1946_may_1_1946.txt,13.14,49.98,193,0.5907,4.596,27.57,0.01554,0.07772,0.0,0.0,0.0,0.00518,0.0,0.0,0.0,False,False,,,,,0.0119
sbc,1946,"May 1, 1946",1946_may_1_1946.txt,13.14,49.98,193,0.5907,4.596,27.57,0.01554,0.07772,0.0,0.0,0.0,0.00518,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1946,"May 1, 1946",1946_may_1_1946.txt,13.14,49.98,193,0.5907,4.596,27.57,0.01554,0.07772,0.0,0.0,0.0,0.00518,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1946,"May 1, 1946",1946_may_1_1946.txt,13.14,49.98,193,0.5907,4.596,27.57,0.01554,0.07772,0.0,0.0,0.0,0.00518,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1946,"May 1, 1946",1946_may_1_1946.txt,13.14,49.98,193,0.5907,4.596,27.57,0.01554,0.07772,0.0,0.0,0.0,0.00518,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1946,"May 1, 1946",1946_may_1_1946.txt,13.14,49.98,193,0.5907,4.596,27.57,0.01554,0.07772,0.0,0.0,0.0,0.00518,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1946,"May 1, 1946",1946_may_1_1946.txt,13.14,49.98,193,0.5907,4.596,27.57,0.01554,0.07772,0.0,0.0,0.0,0.00518,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1946,"May 1, 1946",1946_may_1_1946.txt,13.14,49.98,193,0.5907,4.596,27.57,0.01554,0.07772,0.0,0.0,0.0,0.00518,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1946,"May 1, 1946",1946_may_1_1946.txt,13.14,49.98,193,0.5907,4.596,27.57,0.01554,0.07772,0.0,0.0,0.0,0.00518,0.0,0.0,0.0,False,False,,,,,1.0
sbc,1946,"May 1, 1946",1946_may_1_1946.txt,13.14,49.98,193,0.5907,4.596,27.57,0.01554,0.07772,0.0,0.0,0.0,0.00518,0.0,0.0,0.0,False,False,,,,,1.0
