tradition,year,title,file,fk_grade,flesch_ease,word_count,type_token_ratio,avg_word_length,avg_sentence_length,hedge_rate,fp_plural_rate,fp_singular_rate,theol_juridical_rate,theol_pastoral_rate,theol_ecumenical_rate,theol_modern_world_rate,theol_scripture_rate,theol_tradition_rate,paraphrased,conservative_resurgence,document_type,pope,pre_vii,council_period,cosine_sim_to_prev
lds,1974,1974 04 testimonyfranklin d richards,1974_04_testimonyfranklin_d_richards.txt,10.95,58.75,1587,0.3012,4.439,23.69,0.00441,0.01953,0.03529,0.0,0.0,0.00189,0.00189,0.01701,0.0,False,,,,,,0.2489
lds,1974,1974 04 that the scriptures might be fulfilleds dilworth young,1974_04_that_the_scriptures_might_be_fulfilleds_dilworth_young.txt,9.08,66.82,1986,0.3207,4.34,20.69,0.00504,0.00604,0.00403,0.0,0.0,0.0005,0.00201,0.01208,0.00151,False,,,,,,0.1887
lds,1974,1974 04 the cause is just and worthyspencer w kimball,1974_04_the_cause_is_just_and_worthyspencer_w_kimball.txt,9.72,69.03,1667,0.3047,4.118,24.51,0.006,0.0204,0.03119,0.0006,0.0,0.0048,0.0024,0.0054,0.0,False,,,,,,0.2374
lds,1974,1974 04 the family a divine blessingrex d pinegar,1974_04_the_family_a_divine_blessingrex_d_pinegar.txt,9.94,59.25,1611,0.3594,4.562,19.89,0.00683,0.01614,0.01614,0.00186,0.0,0.0,0.00372,0.00559,0.0,False,,,,,,0.2616
lds,1974,1974 04 the holy ghostmarion g romney,1974_04_the_holy_ghostmarion_g_romney.txt,13.43,57.21,2494,0.2273,4.185,32.82,0.00281,0.00922,0.01443,0.0008,0.0,0.0004,0.0008,0.00882,0.0004,False,,,,,,0.1711
lds,1974,1974 04 the importance of prayern eldon tanner,1974_04_the_importance_of_prayern_eldon_tanner.txt,14.57,53.86,3054,0.2354,4.231,35.51,0.00622,0.05697,0.01212,0.0,0.00033,0.00033,0.00164,0.00393,0.0,False,,,,,,0.2863
lds,1974,1974 04 the marriage that enduresgordon b hinckley,1974_04_the_marriage_that_enduresgordon_b_hinckley.txt,11.49,58.59,2268,0.3153,4.384,25.77,0.00573,0.01058,0.02601,0.00705,0.00044,0.00176,0.00353,0.0022,0.0,False,,,,,,0.2491
lds,1974,1974 04 the paths jesus walkedthomas s monson,1974_04_the_paths_jesus_walkedthomas_s_monson.txt,7.68,71.29,2285,0.3532,4.275,17.58,0.00263,0.02144,0.02057,0.00175,0.00175,0.00044,0.00438,0.00438,0.00044,False,,,,,,0.2097
lds,1974,1974 04 the people say amen mark e petersen,1974_04_the_people_say_amen_mark_e_petersen.txt,10.1,63.03,2267,0.2775,4.358,22.67,0.00441,0.01191,0.00662,0.00309,0.00044,0.0,0.00529,0.01103,0.00044,False,,,,,,0.2388
lds,1974,1974 04 the power of elijahtheodore m burton,1974_04_the_power_of_elijahtheodore_m_burton.txt,10.72,62.68,2121,0.2692,4.227,24.95,0.00424,0.01933,0.01744,0.0033,0.0,0.0,0.00236,0.01414,0.00189,False,,,,,,0.2352
lds,1974,1974 04 the savior s ministrydelbert l stapley,1974_04_the_savior_s_ministrydelbert_l_stapley.txt,9.89,68.45,1916,0.2897,4.097,24.88,0.00522,0.02766,0.03027,0.00052,0.00313,0.00052,0.0047,0.00313,0.0,False,,,,,,0.2157
lds,1974,1974 04 the solemn assemblyn eldon tanner,1974_04_the_solemn_assemblyn_eldon_tanner.txt,7.24,66.48,5609,0.0909,4.751,13.07,0.00089,0.01373,0.00036,0.0,0.0,0.0,0.0,0.00767,0.0,False,,,,,,0.0378
lds,1974,1974 04 the strength of testimonyhartman rector jr,1974_04_the_strength_of_testimonyhartman_rector_jr.txt,9.02,67.57,2401,0.267,4.209,20.88,0.00333,0.01666,0.01249,0.00208,0.0,0.00125,0.00167,0.0075,0.0,False,,,,,,0.0828
lds,1974,1974 04 three days in the tombeldred g smith,1974_04_three_days_in_the_tombeldred_g_smith.txt,8.11,71.48,1534,0.3077,4.16,19.42,0.00522,0.01499,0.03064,0.00065,0.00065,0.00196,0.00196,0.00326,0.0,False,,,,,,0.2845
lds,1974,1974 04 three important questionselray l christiansen,1974_04_three_important_questionselray_l_christiansen.txt,10.19,62.79,1374,0.361,4.346,22.9,0.00655,0.01747,0.01747,0.00437,0.0,0.0,0.00291,0.00364,0.0,False,,,,,,0.1409
lds,1974,1974 04 touchstone of truthjohn h vandenberg,1974_04_touchstone_of_truthjohn_h_vandenberg.txt,14.2,52.17,2116,0.2973,4.38,33.06,0.00378,0.00851,0.01371,0.00236,0.00095,0.00189,0.00331,0.01512,0.00047,False,,,,,,0.2045
lds,1974,1974 04 we believe all that god has revealedboyd k packer,1974_04_we_believe_all_that_god_has_revealedboyd_k_packer.txt,10.46,59.04,2450,0.3135,4.498,21.88,0.00531,0.01265,0.01102,0.00041,0.0,0.0,0.00163,0.02041,0.00041,False,,,,,,0.3555
lds,1974,1974 04 what do we hear spencer w kimball,1974_04_what_do_we_hear_spencer_w_kimball.txt,10.15,63.83,2192,0.2988,4.333,23.32,0.00137,0.03513,0.00821,0.00046,0.0,0.00228,0.00411,0.0146,0.00046,False,,,,,,0.2834
lds,1974,1974 04 what does jesus mean to modern man david b haight,1974_04_what_does_jesus_mean_to_modern_man_david_b_haight.txt,10.26,63.97,1549,0.3325,4.254,23.83,0.0071,0.01097,0.02841,0.0,0.00129,0.00258,0.01162,0.00904,0.0,False,,,,,,0.3296
lds,1974,1974 10 a city set upon a hillgordon b hinckley,1974_10_a_city_set_upon_a_hillgordon_b_hinckley.txt,9.48,64.9,2315,0.3317,4.365,21.24,0.00518,0.03413,0.0121,0.00173,0.0,0.00173,0.00778,0.00173,0.0,False,,,,,,0.1963
lds,1974,1974 10 a new aristocracyjames e faust,1974_10_a_new_aristocracyjames_e_faust.txt,10.97,57.83,1837,0.3642,4.506,23.25,0.00653,0.00435,0.02123,0.00109,0.0,0.0,0.00435,0.00109,0.00054,False,,,,,,0.2012
lds,1974,1974 10 a testimony of christjoseph anderson,1974_10_a_testimony_of_christjoseph_anderson.txt,12.21,55.92,2038,0.2777,4.409,27.17,0.00491,0.02895,0.0103,0.00442,0.0,0.00147,0.0054,0.0054,0.00147,False,,,,,,0.1536
lds,1974,1974 10 address given by president marion g romney at welfare servic,1974_10_address_given_by_president_marion_g_romney_at_welfare_servic.txt,13.57,56.57,3931,0.2236,4.201,33.03,0.00458,0.01272,0.02366,0.00636,0.0,0.00127,0.00102,0.00356,0.00127,False,,,,,,0.268
lds,1974,1974 10 address given by president spencer w kimball at welfare serv,1974_10_address_given_by_president_spencer_w_kimball_at_welfare_serv.txt,10.51,65.39,975,0.3795,4.261,25.66,0.00923,0.03077,0.02974,0.0,0.0,0.0041,0.0041,0.00513,0.0,False,,,,,,0.2989
lds,1974,1974 10 as a beacon on a hillh burke peterson,1974_10_as_a_beacon_on_a_hillh_burke_peterson.txt,8.64,69.36,2361,0.2715,4.245,20.35,0.00508,0.01186,0.01313,0.00169,0.0,0.0072,0.00085,0.0,0.00085,False,,,,,,0.1464
lds,1974,1974 10 be valiant in the fight of faithbruce r mcconkie,1974_10_be_valiant_in_the_fight_of_faithbruce_r_mcconkie.txt,8.77,69.75,2511,0.2609,4.127,21.1,0.00319,0.02788,0.01513,0.00279,0.0004,0.0004,0.00836,0.00796,0.0004,False,,,,,,0.1397
lds,1974,1974 10 blessed are the peacemakers theodore m burton,1974_10_blessed_are_the_peacemakers_theodore_m_burton.txt,10.99,60.16,1922,0.296,4.43,24.64,0.0052,0.04006,0.01145,0.00208,0.00052,0.00104,0.00728,0.0026,0.00052,False,,,,,,0.2999
lds,1974,1974 10 do not despairezra taft benson,1974_10_do_not_despairezra_taft_benson.txt,9.45,64.74,2416,0.3344,4.398,21.01,0.00538,0.02359,0.00952,0.00124,0.00124,0.00041,0.00083,0.00621,0.00041,False,,,,,,0.2543
lds,1974,1974 10 do not procrastinate eldred g smith,1974_10_do_not_procrastinate_eldred_g_smith.txt,10.01,64.86,1446,0.2739,4.254,23.32,0.00553,0.01591,0.00761,0.00277,0.0,0.00138,0.00207,0.01037,0.00346,False,,,,,,0.2107
lds,1974,1974 10 eternal togethernessmark e petersen,1974_10_eternal_togethernessmark_e_petersen.txt,7.97,70.82,2417,0.283,4.213,18.45,0.00786,0.04096,0.01489,0.00207,0.0,0.0,0.00083,0.00165,0.0,False,,,,,,0.3051
lds,1974,1974 10 for thy servant heareth s dilworth young,1974_10_for_thy_servant_heareth_s_dilworth_young.txt,8.56,69.28,1919,0.3293,4.295,19.99,0.00469,0.00313,0.00521,0.00104,0.00052,0.00052,0.00208,0.0073,0.0,False,,,,,,0.2252
lds,1974,1974 10 gifts of the spiritjames a cullimore,1974_10_gifts_of_the_spiritjames_a_cullimore.txt,11.56,63.05,1914,0.2675,4.27,28.57,0.00575,0.01829,0.01463,0.00052,0.0,0.00052,0.00366,0.00575,0.0,False,,,,,,0.2002
lds,1974,1974 10 god will not be mockedspencer w kimball,1974_10_god_will_not_be_mockedspencer_w_kimball.txt,8.39,64.16,3844,0.307,4.554,16.43,0.00572,0.03772,0.0039,0.00078,0.00026,0.00052,0.00624,0.00234,0.0,False,,,,,,0.2191
lds,1974,1974 10 good habits develop good characterdelbert l stapley,1974_10_good_habits_develop_good_characterdelbert_l_stapley.txt,9.74,59.38,1916,0.3481,4.601,19.16,0.00522,0.06159,0.0047,0.00157,0.00052,0.00052,0.00365,0.00261,0.0,False,,,,,,0.2031
lds,1974,1974 10 how men are savedmarion g romney,1974_10_how_men_are_savedmarion_g_romney.txt,13.07,57.12,2224,0.2693,4.265,31.32,0.00719,0.01619,0.00854,0.00629,0.0009,0.00045,0.0036,0.00585,0.0,False,,,,,,0.129
lds,1974,1974 10 integritymarion g romney,1974_10_integritymarion_g_romney.txt,11.67,56.98,2380,0.3534,4.454,25.59,0.0042,0.01092,0.01765,0.0,0.00042,0.00084,0.00168,0.00168,0.0,False,,,,,,0.1371
lds,1974,1974 10 is there not a cause victor l brown,1974_10_is_there_not_a_cause_victor_l_brown.txt,8.77,67.96,1767,0.3384,4.274,20.08,0.00396,0.0232,0.01585,0.0,0.00057,0.0,0.00453,0.0034,0.0,False,,,,,,0.1503
lds,1974,1974 10 making conferences turning points in our livesj thomas fyans,1974_10_making_conferences_turning_points_in_our_livesj_thomas_fyans.txt,9.91,60.59,1478,0.3491,4.542,20.53,0.00677,0.03586,0.0203,0.0,0.00068,0.00135,0.00135,0.00609,0.0,False,,,,,,0.1425
lds,1974,1974 10 my personal hall of famethomas s monson,1974_10_my_personal_hall_of_famethomas_s_monson.txt,8.49,67.44,2182,0.3346,4.292,18.65,0.0055,0.01604,0.03483,0.00137,0.00092,0.00092,0.00275,0.00458,0.0,False,,,,,,0.1933
lds,1974,1974 10 ocean currents and family influencesspencer w kimball,1974_10_ocean_currents_and_family_influencesspencer_w_kimball.txt,10.35,63.2,2615,0.3174,4.369,23.77,0.00574,0.03709,0.00918,0.00076,0.0,0.00115,0.00229,0.00115,0.0,False,,,,,,0.2194
lds,1974,1974 10 our precious familiesloren c dunn,1974_10_our_precious_familiesloren_c_dunn.txt,11.33,55.97,1916,0.3445,4.514,23.65,0.00626,0.01514,0.00939,0.00052,0.0,0.00104,0.00418,0.00261,0.00052,False,,,,,,0.3539
lds,1974,1974 10 our responsibility to the transgressorn eldon tanner,1974_10_our_responsibility_to_the_transgressorn_eldon_tanner.txt,12.66,55.97,3103,0.2452,4.333,29.0,0.00548,0.01611,0.01354,0.00129,0.0,0.00097,0.00258,0.00612,0.0,False,,,,,,0.227
lds,1974,1974 10 power over satanelray l christiansen,1974_10_power_over_satanelray_l_christiansen.txt,11.48,57.66,1310,0.4031,4.466,25.19,0.00687,0.0229,0.0084,0.00229,0.0,0.0,0.00229,0.00534,0.0,False,,,,,,0.2397
lds,1974,1974 10 sustaining of church officers,1974_10_sustaining_of_church_officers.txt,6.62,63.0,1583,0.3449,4.768,8.65,0.00063,0.00948,0.00253,0.0,0.0,0.0,0.00316,0.00379,0.00063,False,,,,,,0.0722
lds,1974,1974 10 the beatitudeso leslie stone,1974_10_the_beatitudeso_leslie_stone.txt,9.19,69.03,1679,0.3091,4.269,22.39,0.00536,0.04646,0.01251,0.0006,0.00357,0.0006,0.00179,0.00298,0.0,False,,,,,,0.0439
lds,1974,1974 10 the blessings of peacefranklin d richards,1974_10_the_blessings_of_peacefranklin_d_richards.txt,9.94,63.89,1464,0.3374,4.322,22.52,0.0041,0.02527,0.02869,0.0,0.0,0.0,0.0082,0.00478,0.0,False,,,,,,0.3458
lds,1974,1974 10 the davids and the goliathsspencer w kimball,1974_10_the_davids_and_the_goliathsspencer_w_kimball.txt,8.42,73.32,4427,0.2458,4.058,21.7,0.00565,0.00949,0.01649,0.0009,0.00136,0.00068,0.00136,0.00248,0.00023,False,,,,,,0.1777
lds,1974,1974 10 the divine power of repentancebernard p brockbank,1974_10_the_divine_power_of_repentancebernard_p_brockbank.txt,10.54,62.81,1726,0.2851,4.417,24.31,0.00232,0.01159,0.00637,0.00058,0.0,0.00116,0.00579,0.00985,0.0,False,,,,,,0.1457
lds,1974,1974 10 the law of the fasthenry d taylor,1974_10_the_law_of_the_fasthenry_d_taylor.txt,10.86,58.42,1504,0.3504,4.507,23.14,0.00399,0.01396,0.00465,0.00332,0.0,0.00133,0.00066,0.00332,0.0,False,,,,,,0.0836
lds,1974,1974 10 the most vital informationrobert l simpson,1974_10_the_most_vital_informationrobert_l_simpson.txt,11.92,57.47,1719,0.3496,4.407,26.86,0.0064,0.01163,0.03141,0.00349,0.00058,0.00116,0.00582,0.00524,0.0,False,,,,,,0.1248
lds,1974,1974 10 the savior s program for the care of the agedvaughn j feathe,1974_10_the_savior_s_program_for_the_care_of_the_agedvaughn_j_feathe.txt,8.49,70.6,2207,0.3099,4.15,20.44,0.00589,0.01948,0.03534,0.00181,0.00181,0.00091,0.00181,0.00181,0.00091,False,,,,,,0.2635
lds,1974,1974 10 to know godhoward w hunter,1974_10_to_know_godhoward_w_hunter.txt,12.5,55.36,1878,0.3142,4.432,28.03,0.00426,0.01331,0.01278,0.00319,0.0,0.00053,0.00745,0.00373,0.0,False,,,,,,0.1493
lds,1974,1974 10 transfusionsterling w sill,1974_10_transfusionsterling_w_sill.txt,13.16,58.44,2010,0.3343,4.235,32.42,0.00746,0.01841,0.04279,0.0,0.0,0.0,0.00199,0.00348,0.0,False,,,,,,0.185
lds,1974,1974 10 truth will emerge victoriousjohn h vandenberg,1974_10_truth_will_emerge_victoriousjohn_h_vandenberg.txt,10.07,64.04,2265,0.3241,4.346,23.11,0.0053,0.00883,0.01369,0.00221,0.00044,0.0,0.00132,0.00751,0.00044,False,,,,,,0.182
lds,1974,1974 10 we need to continue in righteousnessrex d pinegar,1974_10_we_need_to_continue_in_righteousnessrex_d_pinegar.txt,9.74,62.49,1633,0.3411,4.446,20.94,0.00674,0.01164,0.02205,0.0,0.0,0.00122,0.00184,0.00122,0.0,False,,,,,,0.2102
lds,1974,1974 10 what after death legrand richards,1974_10_what_after_death_legrand_richards.txt,11.84,64.4,2283,0.2488,4.057,30.44,0.00175,0.01577,0.03241,0.00088,0.0,0.00131,0.0035,0.00394,0.0,False,,,,,,0.196
lds,1974,1974 10 when thou art converted strengthen thy brethren l tom perry,1974_10_when_thou_art_converted_strengthen_thy_brethren_l_tom_perry.txt,10.61,61.46,2314,0.3021,4.355,23.86,0.00389,0.01426,0.02074,0.0013,0.0,0.00389,0.00519,0.00951,0.0,False,,,,,,0.2491
lds,1974,1974 10 where much is given much is requiredboyd k packer,1974_10_where_much_is_given_much_is_requiredboyd_k_packer.txt,6.87,75.54,2489,0.2977,4.147,16.7,0.00643,0.0229,0.01326,0.0004,0.0,0.0,0.00201,0.00281,0.0,False,,,,,,0.2036
lds,1974,1974 10 who s losing marvin j ashton,1974_10_who_s_losing_marvin_j_ashton.txt,7.96,66.9,1931,0.3641,4.39,16.23,0.00363,0.03159,0.02745,0.0,0.00052,0.00052,0.00466,0.00052,0.0,False,,,,,,0.1863
lds,1974,1974 10 why is my boy wandering tonight n eldon tanner,1974_10_why_is_my_boy_wandering_tonight_n_eldon_tanner.txt,11.72,57.69,2828,0.3218,4.478,26.19,0.00354,0.01485,0.01344,0.00212,0.0,0.00071,0.00318,0.00318,0.0,False,,,,,,0.1583
lds,1974,1974 10 why not now neal a maxwell,1974_10_why_not_now_neal_a_maxwell.txt,12.09,58.2,1567,0.3759,4.378,27.98,0.00893,0.01213,0.00511,0.0,0.0,0.0,0.00638,0.00447,0.0,False,,,,,,0.1889
lds,1974,1974 10 your mission preparationa theodore tuttle,1974_10_your_mission_preparationa_theodore_tuttle.txt,5.46,77.62,1802,0.3513,4.238,12.18,0.00999,0.01054,0.01554,0.0,0.0,0.00166,0.00111,0.00444,0.00111,False,,,,,,0.213
lds,1975,1975 04 a question of free agencyrobert d hales,1975_04_a_question_of_free_agencyrobert_d_hales.txt,9.38,72.26,1298,0.3005,3.91,24.96,0.00693,0.02311,0.08629,0.00231,0.0,0.00077,0.00077,0.00462,0.0,False,,,,,,0.2406
lds,1975,1975 04 a self inflicted purgingvaughn j featherstone,1975_04_a_self_inflicted_purgingvaughn_j_featherstone.txt,9.12,71.14,2422,0.2618,4.04,23.29,0.00578,0.01734,0.04583,0.00124,0.0,0.00206,0.0,0.00124,0.0,False,,,,,,0.2968
lds,1975,1975 04 a time for every purposepaul h dunn,1975_04_a_time_for_every_purposepaul_h_dunn.txt,10.78,60.37,1794,0.3662,4.399,23.92,0.00669,0.01059,0.02285,0.0,0.0,0.00056,0.00167,0.00446,0.0,False,,,,,,0.2385
lds,1975,1975 04 a time to preparewilliam h bennett,1975_04_a_time_to_preparewilliam_h_bennett.txt,13.13,54.52,1775,0.329,4.369,30.08,0.0062,0.02986,0.02817,0.00056,0.0,0.00056,0.00169,0.00338,0.0,False,,,,,,0.2509
lds,1975,1975 04 a tributel tom perry,1975_04_a_tributel_tom_perry.txt,8.42,69.85,2131,0.32,4.191,19.73,0.00563,0.02206,0.0474,0.00047,0.00188,0.0,0.00141,0.00047,0.0,False,,,,,,0.2511
lds,1975,1975 04 birthsterling w sill,1975_04_birthsterling_w_sill.txt,9.85,64.59,1713,0.3532,4.291,22.54,0.00934,0.03678,0.03444,0.0,0.0,0.00117,0.00292,0.00292,0.0,False,,,,,,0.2047
lds,1975,1975 04 christ in american eldon tanner,1975_04_christ_in_american_eldon_tanner.txt,12.33,59.56,2823,0.2632,4.336,29.72,0.00248,0.017,0.01169,0.00106,0.00142,0.00035,0.00461,0.01169,0.0,False,,,,,,0.1748
lds,1975,1975 04 church finance committee report,1975_04_church_finance_committee_report.txt,15.42,26.04,420,0.4548,5.557,23.33,0.0,0.01429,0.0,0.0,0.0,0.00238,0.00476,0.0,0.0,False,,,,,,0.0236
lds,1975,1975 04 easter thoughtsmarion g romney,1975_04_easter_thoughtsmarion_g_romney.txt,10.18,63.05,2463,0.2745,4.288,23.02,0.00244,0.00731,0.01056,0.00365,0.00081,0.00162,0.00325,0.00447,0.0,False,,,,,,0.0218
lds,1975,1975 04 faith the first stephoward w hunter,1975_04_faith_the_first_stephoward_w_hunter.txt,11.65,62.15,1961,0.2856,4.206,28.42,0.00663,0.01326,0.01479,0.00051,0.0,0.0,0.0051,0.00867,0.0,False,,,,,,0.2971
lds,1975,1975 04 faithful laborersloren c dunn,1975_04_faithful_laborersloren_c_dunn.txt,9.5,65.91,1860,0.343,4.292,21.88,0.00538,0.01452,0.01398,0.0,0.0,0.0,0.0043,0.00484,0.0,False,,,,,,0.1389
lds,1975,1975 04 feed the flockdavid b haight,1975_04_feed_the_flockdavid_b_haight.txt,9.42,62.77,1720,0.375,4.493,19.77,0.00407,0.02442,0.03372,0.00058,0.00174,0.00058,0.00174,0.00174,0.0,False,,,,,,0.2195
lds,1975,1975 04 help for parentsh burke peterson,1975_04_help_for_parentsh_burke_peterson.txt,8.91,68.36,1941,0.3132,4.256,20.87,0.00927,0.03658,0.0237,0.0,0.0,0.00052,0.00206,0.00773,0.0,False,,,,,,0.2061
lds,1975,1975 04 obedience consecration and sacrificebruce r mcconkie,1975_04_obedience_consecration_and_sacrificebruce_r_mcconkie.txt,10.56,63.9,2228,0.2895,4.248,25.03,0.00449,0.04354,0.01391,0.01167,0.0,0.0,0.00135,0.00449,0.0,False,,,,,,0.1517
lds,1975,1975 04 salvation for the dead a missionary activitytheodore m burto,1975_04_salvation_for_the_dead_a_missionary_activitytheodore_m_burto.txt,11.45,56.29,2312,0.2729,4.598,24.34,0.00389,0.02249,0.01038,0.0026,0.00043,0.00173,0.00519,0.00562,0.0026,False,,,,,,0.2081
lds,1975,1975 04 statistical report 1974,1975_04_statistical_report_1974.txt,20.69,21.09,334,0.4581,5.18,41.75,0.0,0.0,0.0,0.0,0.0,0.0,0.00299,0.0,0.0,False,,,,,,0.1241
lds,1975,1975 04 success is gauged by self masteryn eldon tanner,1975_04_success_is_gauged_by_self_masteryn_eldon_tanner.txt,11.6,59.64,2895,0.2691,4.28,26.81,0.00345,0.02073,0.0228,0.00069,0.0,0.00104,0.00276,0.00345,0.0,False,,,,,,0.0883
lds,1975,1975 04 testimonyo leslie stone,1975_04_testimonyo_leslie_stone.txt,9.89,62.66,1644,0.2974,4.4,21.63,0.00304,0.03771,0.01825,0.0,0.0,0.0,0.00182,0.01217,0.0,False,,,,,,0.2173
lds,1975,1975 04 the book of mormon is the word of godezra taft benson,1975_04_the_book_of_mormon_is_the_word_of_godezra_taft_benson.txt,9.33,67.42,2400,0.2617,4.205,22.02,0.0025,0.03083,0.01625,0.00167,0.0,0.00083,0.00625,0.01208,0.00042,False,,,,,,0.2568
lds,1975,1975 04 the laws of god are blessingselray l christiansen,1975_04_the_laws_of_god_are_blessingselray_l_christiansen.txt,12.04,59.82,1779,0.2906,4.228,28.69,0.00506,0.02811,0.0118,0.0253,0.00056,0.00112,0.00562,0.00618,0.0,False,,,,,,0.2095
lds,1975,1975 04 the message of easterfranklin d richards,1975_04_the_message_of_easterfranklin_d_richards.txt,13.7,52.93,1574,0.31,4.337,31.48,0.00254,0.02668,0.02351,0.00254,0.0,0.0,0.00572,0.0108,0.0,False,,,,,,0.2521
lds,1975,1975 04 the people who influence uswilliam grant bangerter,1975_04_the_people_who_influence_uswilliam_grant_bangerter.txt,13.89,53.24,1330,0.3602,4.256,32.44,0.00526,0.01805,0.04887,0.0015,0.0,0.0,0.00301,0.01053,0.00075,False,,,,,,0.2835
lds,1975,1975 04 the road to happinessjoseph anderson,1975_04_the_road_to_happinessjoseph_anderson.txt,10.29,60.9,1778,0.3352,4.474,22.23,0.00731,0.03037,0.00281,0.00394,0.0,0.0,0.00506,0.00619,0.00112,False,,,,,,0.2613
lds,1975,1975 04 the roots of mormonismhartman rector jr,1975_04_the_roots_of_mormonismhartman_rector_jr.txt,11.42,60.56,2182,0.2924,4.335,26.61,0.00412,0.01421,0.00504,0.00321,0.0,0.0,0.00779,0.00687,0.0,False,,,,,,0.3262
lds,1975,1975 04 the sabbath daymark e petersen,1975_04_the_sabbath_daymark_e_petersen.txt,8.99,65.71,1910,0.2937,4.312,19.69,0.00262,0.05079,0.00366,0.00262,0.0,0.00262,0.00628,0.00628,0.0,False,,,,,,0.1991
lds,1975,1975 04 the sanctity of lifejames e faust,1975_04_the_sanctity_of_lifejames_e_faust.txt,12.66,49.65,1834,0.379,4.637,25.47,0.00382,0.01036,0.01091,0.00273,0.0,0.0,0.00491,0.0,0.00055,False,,,,,,0.1109
lds,1975,1975 04 the sustaining of church officersn eldon tanner,1975_04_the_sustaining_of_church_officersn_eldon_tanner.txt,6.33,62.2,822,0.3504,4.79,7.03,0.0,0.00122,0.00365,0.0,0.0,0.0,0.00122,0.00608,0.00122,False,,,,,,0.0781
lds,1975,1975 04 the time is nowmarvin j ashton,1975_04_the_time_is_nowmarvin_j_ashton.txt,7.85,69.8,2054,0.3408,4.28,17.41,0.00633,0.03651,0.01801,0.0,0.0,0.00097,0.02045,0.00097,0.00097,False,,,,,,0.0268
lds,1975,1975 04 the way homethomas s monson,1975_04_the_way_homethomas_s_monson.txt,9.35,64.35,2223,0.3527,4.427,20.39,0.00765,0.01215,0.01709,0.0,0.00045,0.0,0.0045,0.0108,0.0,False,,,,,,0.2214
lds,1975,1975 04 to bear the priesthood worthilyspencer w kimball,1975_04_to_bear_the_priesthood_worthilyspencer_w_kimball.txt,9.05,68.57,3452,0.2827,4.18,21.57,0.00637,0.00695,0.0168,0.00087,0.0,0.0029,0.00174,0.00348,0.00087,False,,,,,,0.2937
lds,1975,1975 04 today millions are waitingbernard p brockbank,1975_04_today_millions_are_waitingbernard_p_brockbank.txt,12.68,58.86,1598,0.2866,4.26,30.73,0.00626,0.01252,0.0169,0.0,0.0,0.00063,0.00814,0.01126,0.0,False,,,,,,0.2705
lds,1975,1975 04 trust in the lordmarion d hanks,1975_04_trust_in_the_lordmarion_d_hanks.txt,12.74,56.38,2188,0.3579,4.418,29.57,0.00686,0.01828,0.01554,0.0,0.00274,0.00046,0.00183,0.00183,0.0,False,,,,,,0.354
lds,1975,1975 04 using our free agencydelbert l stapley,1975_04_using_our_free_agencydelbert_l_stapley.txt,9.59,63.59,2116,0.2973,4.334,20.95,0.00614,0.03403,0.00803,0.00756,0.0,0.00047,0.00331,0.00189,0.0,False,,,,,,0.2141
lds,1975,1975 04 we need men of couragemarion g romney,1975_04_we_need_men_of_couragemarion_g_romney.txt,9.44,67.63,2169,0.3241,4.167,22.59,0.00369,0.01153,0.03273,0.00231,0.0,0.00138,0.00046,0.00184,0.00046,False,,,,,,0.1186
lds,1975,1975 04 why call ye me lord lord and do not the things which i say,1975_04_why_call_ye_me_lord_lord_and_do_not_the_things_which_i_say.txt,10.44,61.52,3640,0.3049,4.413,23.18,0.0044,0.02527,0.00907,0.00055,0.0,0.00165,0.00522,0.00247,0.00055,False,,,,,,0.2053
orthodox,1902,Encyclical of Patriarch Joachim III on Relations with Other Churches,1902_joachim_iii_encyclical_of_patriarch_joachim_iii_on_relations_with_other.txt,15.97,27.11,418,0.4928,5.421,26.12,0.00957,0.03589,0.0,0.00478,0.00239,0.02153,0.00478,0.00239,0.01675,False,,,,,,
orthodox,1920,Unto All the Churches of Christ Wheresoever They Be,1920_synod_of_constantinople_unto_all_the_churches_of_christ_wheresoever_they_be.txt,19.19,28.76,440,0.4818,5.091,40.0,0.00455,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,0.1729
orthodox,1948,Enthronement Encyclical of Patriarch Athenagoras I,1948_athenagoras_i_enthronement_encyclical_of_patriarch_athenagoras_i.txt,11.85,52.83,432,0.463,4.627,24.0,0.00463,0.05093,0.0,0.0,0.00231,0.02546,0.00926,0.00231,0.00694,True,,,,,,
orthodox,1965,Common Declaration of Pope Paul VI and Patriarch Athenagoras I,1965_athenagoras_i_common_declaration_of_pope_paul_vi_and_patriarch_athenagoras.txt,20.54,25.25,522,0.4444,4.925,43.5,0.0,0.00575,0.00766,0.00192,0.00192,0.01341,0.00383,0.00192,0.00192,False,,,,,,0.0632
orthodox,2016,Encyclical of the Holy and Great Council of the Orthodox Church,2016_synod_holy_great_council_encyclical_of_the_holy_and_great_council_of_the_orthodox_chu.txt,14.08,36.69,621,0.372,5.134,23.88,0.00161,0.00322,0.0,0.0,0.00966,0.02899,0.02415,0.00483,0.01449,False,,,,,,0.1504
orthodox,2020,Encyclicals,2020_ecpatr_encyclicals.txt,13.83,33.19,272,0.5551,5.43,20.92,0.00735,0.01471,0.0,0.0,0.00735,0.01103,0.00368,0.0,0.0,False,,,,,,0.2993
